site,local_site,year,location,depth,date,time,chl_a,pH,temp,std_conduct,conduct,DO,sat,nitrate,secchi,PAR,comments
NWT,GL4,2012,LAKE,9,7/17/12,NaN,NaN,3.73,8.2,10.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,INLET,0,7/24/12,NaN,NaN,6.85,13,12.5,NaN,7.03,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,0,7/24/12,NaN,NaN,7.69,11.8,9.4,NaN,7.27,NaN,NaN,6.75,NaN,NaN
NWT,GL4,2012,OUTLET,0,7/24/12,NaN,NaN,6.78,13,13.4,NaN,7.33,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,1,7/24/12,NaN,NaN,7.47,11.6,9.3,NaN,7.01,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,2,7/24/12,NaN,NaN,7.36,11.6,9.4,NaN,7.1,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,3,7/24/12,NaN,NaN,7.26,11.6,9.3,NaN,7.11,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,4,7/24/12,NaN,NaN,6.49,11.2,9.3,NaN,7.1,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,5,7/24/12,NaN,NaN,6.17,10.7,9.4,NaN,7.09,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,6,7/24/12,NaN,NaN,6.15,10.5,9.5,NaN,7.1,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,7,7/24/12,NaN,NaN,6.1,10.1,9.1,NaN,7.06,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,8,7/24/12,NaN,NaN,5.76,9.4,10.2,NaN,6.85,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,9,7/24/12,NaN,NaN,5.75,8.5,10.3,NaN,0.13,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,INLET,0,7/31/12,NaN,NaN,3.47,11.2,9.1,NaN,7.13,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,0,7/31/12,NaN,NaN,1.9,11.1,8,NaN,7.6,NaN,NaN,5.75,NaN,NaN
NWT,GL4,2012,OUTLET,0,7/31/12,NaN,NaN,3.36,11.9,11.3,NaN,6.95,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,1,7/31/12,NaN,NaN,1.75,11,12.5,NaN,7.45,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,2,7/31/12,NaN,NaN,1.24,11,12.3,NaN,7.32,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,3,7/31/12,NaN,NaN,0.8,10.9,11.8,NaN,7.23,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,4,7/31/12,NaN,NaN,0.69,10.6,11.3,NaN,7.29,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,5,7/31/12,NaN,NaN,0.7,10.6,10.8,NaN,7.31,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,6,7/31/12,NaN,NaN,1.65,10.4,10.9,NaN,7.2,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,7,7/31/12,NaN,NaN,0.38,10.3,11,NaN,7.21,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,8,7/31/12,NaN,NaN,0.97,10,11,NaN,7.11,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,9,7/31/12,NaN,NaN,1.28,9,10.4,NaN,6.64,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,INLET,0,8/7/12,NaN,NaN,NaN,12.7,11.1,NaN,7.13,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,0,8/7/12,NaN,NaN,NaN,11.8,11.3,NaN,7.1,NaN,NaN,8.25,NaN,NaN
NWT,GL4,2012,OUTLET,0,8/7/12,NaN,NaN,NaN,12.8,14,NaN,7.14,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,1,8/7/12,NaN,NaN,NaN,11.5,11.6,NaN,6.87,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,2,8/7/12,NaN,NaN,NaN,11.4,12.2,NaN,7.02,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,3,8/7/12,NaN,NaN,NaN,11.3,11.8,NaN,6.9,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,4,8/7/12,NaN,NaN,NaN,11.2,11.6,NaN,6.94,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,5,8/7/12,NaN,NaN,NaN,11.2,11.6,NaN,6.95,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,6,8/7/12,NaN,NaN,NaN,11.1,11.5,NaN,6.81,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,7,8/7/12,NaN,NaN,NaN,11,11.5,NaN,6.82,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,8,8/7/12,NaN,NaN,NaN,10.7,11.5,NaN,6.83,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,9,8/7/12,NaN,NaN,NaN,10.2,11.7,NaN,6.72,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2013,INLET,0,7/18/13,10:23,0.16,8.58,9.5,7.8,11.9,6.69,62,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,0,7/18/13,11:03,0.35,7.89,9.9,10.9,15.6,7.48,65.9,NaN,3.5,NaN,2013-07-18: Sunny at the start; cloudy when started to measure light. Rain and hail during water sampling. Time for Inlet; Outlet; 0; 3m and 9m noted when actual water sample was taken; otherwise time of first measurement (pH) noted.
NWT,GL4,2013,OUTLET,0,7/18/13,11:00,0.28,7.39,10.3,11,16.7,7.06,63.9,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,1,7/18/13,11:07,NaN,7.75,9.45,10.6,14.8,7.32,65.2,NaN,NaN,NaN,Lightning started just before last task: Zooplankton tow --> couldn't do Zooplankton
NWT,GL4,2013,LAKE,2,7/18/13,11:09,NaN,7.52,9.2,10.6,14.9,7.13,64.5,NaN,NaN,NaN,2013-07-18: Chlorophyll-a samples: filtered 500mL for all
NWT,GL4,2013,LAKE,3,7/18/13,11:35,0.4,7.5,9.15,10.6,14.8,7.06,63.9,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,4,7/18/13,11:12,NaN,7.37,8.6,10.6,14.8,7.22,64.8,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,5,7/18/13,11:13,NaN,7.28,8.5,10.4,14.3,7.23,64.9,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,6,7/18/13,11:17,NaN,7.23,8.3,10.4,14.6,7.15,64.5,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,7,7/18/13,11:19,NaN,7.15,7.85,10.5,14.4,7.2,64.8,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,8,7/18/13,11:20,NaN,6.97,7.5,10.2,14.2,7.2,64.8,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,9,7/18/13,11:43,0.4,6.76,7.1,10.4,14.8,6.75,64.4,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,10,7/18/13,11:22,NaN,6.53,6.85,10.8,14.9,6.69,61.2,NaN,NaN,NaN,Cable of light meter only 9m long
NWT,GL4,2013,LAKE,11,7/18/13,11:23,NaN,6.3,6.6,10.7,15.1,6.6,61.1,NaN,NaN,NaN,Cable of light meter only 9m long
NWT,GL4,2013,LAKE,12,7/18/13,11:23,NaN,6.11,6.6,11,16.6,6.6,61.1,NaN,NaN,NaN,Cable of light meter only 9m long
NWT,GL4,2013,LAKE,13,7/18/13,11:24,NaN,6.25,6.5,11,16.5,6.44,58.9,NaN,NaN,NaN,Cable of light meter only 9m long
NWT,GL4,2013,INLET,0,7/23/13,10:10,0.08,7.52,11.55,9.3,12.4,5.94,55,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,0,7/23/13,11:00,0.6,8.42,9.75,10.6,14.8,6.92,64.4,NaN,3.25,NaN,2013-07-23: Sunny; some clouds; very windy!
NWT,GL4,2013,OUTLET,0,7/23/13,9:49,0.55,7.89,10.15,10.4,15.2,6.92,66.6,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,1,7/23/13,10:22,NaN,8.24,9.6,10.6,15.2,6.68,61.8,NaN,NaN,NaN,Zooplankton tow: 12m; 2 tows
NWT,GL4,2013,LAKE,2,7/23/13,10:25,NaN,8.04,9.55,10.9,15.3,6.59,58.8,NaN,NaN,NaN,2013-07-23: Chlorophyll-a samples: all 500mL except for surface (530mL); Inlet (490mL)
NWT,GL4,2013,LAKE,3,7/23/13,11:10,0.66,7.95,9.45,10.7,15.2,6.52,59.9,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,4,7/23/13,10:29,NaN,7.72,9.45,10.6,15.2,6.49,60.3,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,5,7/23/13,10:30,NaN,7.66,9.4,10.7,15,6.44,58.8,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,6,7/23/13,10:31,NaN,7.55,9.2,10.6,15.2,6.51,59.6,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,7,7/23/13,10:33,NaN,7.47,9.1,10.9,16.2,6.41,58.8,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,8,7/23/13,10:36,NaN,7.35,9.05,10.8,14.9,6.4,57.5,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,9,7/23/13,11:17,0.97,7.22,8.3,10.9,16.3,6.55,57.9,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,10,7/23/13,10:37,NaN,6.98,7.1,11,16.6,6.13,52.4,NaN,NaN,NaN,Cable of light meter only 9m long
NWT,GL4,2013,LAKE,11,7/23/13,10:38,NaN,6.66,6.75,10.9,16.7,5.82,49.8,NaN,NaN,NaN,Cable of light meter only 9m long
NWT,GL4,2013,LAKE,12,7/23/13,10:39,NaN,6.38,6.6,11.4,18.3,5.8,48.5,NaN,NaN,NaN,Cable of light meter only 9m long
NWT,GL4,2013,LAKE,13,7/23/13,10:40,NaN,6.13,6.55,11.1,17.2,5.71,48.4,NaN,NaN,NaN,Cable of light meter only 9m long
NWT,GL4,2013,INLET,0,7/30/13,11:12,0.8,6.97,10.4,10.1,14,6.23,58.2,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,0,7/30/13,NaN,0.96,7.94,9.7,10,14.1,7.13,64.5,NaN,3.25,NaN,2013-07-30: Not at deepest point of the lake. Wind too strong!
NWT,GL4,2013,OUTLET,0,7/30/13,10:46,1.88,7.27,9.7,11.3,15.8,6.68,61.5,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,1,7/30/13,NaN,NaN,7.79,9.65,11.4,16.1,6.86,63.3,NaN,NaN,NaN,2013-07-30: Chl-a: 3m=475mL; the rest 500mL
NWT,GL4,2013,LAKE,2,7/30/13,NaN,NaN,7.65,9.6,11.3,15.7,6.74,61.4,NaN,NaN,NaN,Zooplankton: 9m; 2 tows
NWT,GL4,2013,LAKE,3,7/30/13,NaN,0.03,7.38,9.6,11.3,16,6.57,66.6,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,4,7/30/13,NaN,NaN,7.19,9.55,11.4,16.3,6.49,58.9,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,5,7/30/13,NaN,NaN,7.05,9.55,11.3,16,6.44,59.4,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,6,7/30/13,NaN,NaN,6.94,9.5,11.4,16.3,6.49,59.6,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,7,7/30/13,NaN,NaN,6.72,9.4,11.2,16,6.51,58.8,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,8,7/30/13,NaN,NaN,6.45,9.4,11.3,15.4,6.4,58.8,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,9,7/30/13,NaN,5.2,6.38,9.2,11.2,16.2,6.18,56.8,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,10,7/30/13,NaN,NaN,5.82,9.05,11.5,16.4,6.18,56.6,NaN,NaN,NaN,NaN
NWT,GL4,2013,INLET,0,8/6/13,9:50,1.4,7.48,12.2,9.4,12.4,5.95,58.3,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,0,8/6/13,9:50,3.6,7.86,10.3,12.1,16.7,6.22,57.4,NaN,3.5,NaN,All Chl-a 500mL
NWT,GL4,2013,OUTLET,0,8/6/13,9:45,2.5,3.63,11.1,10.8,14.9,6.41,60.9,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,1,8/6/13,10:17,NaN,7.73,10.25,12,17,6.17,58.4,NaN,NaN,NaN,Zooplankton: 12m; 2 tows
NWT,GL4,2013,LAKE,2,8/6/13,10:19,NaN,7.64,10.25,12,16.8,6.14,57,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,3,8/6/13,9:58,0.9,7.55,10.2,11.9,16.5,6.12,58.2,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,4,8/6/13,10:20,NaN,7.45,10.2,11.9,16.8,6.26,57.5,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,5,8/6/13,10:21,NaN,7.38,10.2,11.8,16.5,6.15,57.8,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,6,8/6/13,10:21,NaN,7.22,10.15,12.2,17.3,6.14,57,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,7,8/6/13,10:22,NaN,7.08,10.1,11.9,16.4,6.08,56.6,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,8,8/6/13,10:23,NaN,6.96,10.05,11.7,16.3,6.07,56.5,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,9,8/6/13,10:05,4.9,6.85,10,12.1,17.2,5.98,55.7,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,10,8/6/13,10:24,NaN,6.75,10,12,16.2,5.93,54.7,NaN,NaN,NaN,Cable of light meter only 9m long
NWT,GL4,2013,LAKE,11,8/6/13,10:25,NaN,6.51,9.35,11.9,17.5,5.54,49.6,NaN,NaN,NaN,Cable of light meter only 9m long
NWT,GL4,2013,LAKE,12,8/6/13,10:26,NaN,6.15,8.15,12.3,18,4.61,41.1,NaN,NaN,NaN,Cable of light meter only 9m long
NWT,GL4,2013,LAKE,13,8/6/13,10:26,NaN,5.88,7.7,12.4,18.5,3.76,33.1,NaN,NaN,NaN,Cable of light meter only 9m long
NWT,GL4,2013,INLET,0,8/13/13,10:52,1.8,7.4,7.5,9.5,12.6,6.12,53.7,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,0,8/13/13,9:46,3,8.69,9.2,12.1,17.1,6.68,61.2,NaN,4,NaN,Sunny at beginning. When we started taking the 3m sample it started hailing. Hail throughout the in-lake sampling.
NWT,GL4,2013,OUTLET,0,8/13/13,11:16,1,7.32,9.5,11.9,17.3,6.25,57.3,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,1,8/13/13,10:05,NaN,8.15,9.25,12.1,17.2,7.72,62.2,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,2,8/13/13,10:08,NaN,7.85,9.35,12.8,17.1,6.56,60.4,NaN,NaN,NaN,Filtration: all Chl-a 500mL. On 2013-08-14 discovered that ultrapure water dispenser for cleaning and washing filters is bad. Conductivity at about 15 instead of 18. Filter needs to be replaced.
NWT,GL4,2013,LAKE,3,8/13/13,9:52,3.7,7.79,9.4,12.1,17.2,6.53,58.8,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,4,8/13/13,10:09,NaN,7.78,9.4,12,17,6.41,56.9,NaN,NaN,NaN,Zooplankton: 12m; 2 tows
NWT,GL4,2013,LAKE,5,8/13/13,10:10,NaN,7.73,9.4,12.1,17.2,6.37,56.2,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,6,8/13/13,10:10,NaN,7.59,9.4,12,17,6.27,56.2,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,7,8/13/13,10:11,NaN,7.51,9.3,12,17.4,6.09,54.9,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,8,8/13/13,10:12,NaN,7.39,9.3,12.1,17.4,6.01,53.9,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,9,8/13/13,9:57,6.2,7.28,9.3,12.1,17.4,5.89,53.4,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,10,8/13/13,10:12,NaN,7.19,9.3,12.2,17.4,5.99,53.8,NaN,NaN,NaN,Cable of light meter only 9m long
NWT,GL4,2013,LAKE,11,8/13/13,10:13,NaN,7.02,9.25,12.3,17.5,5.98,52.8,NaN,NaN,NaN,Cable of light meter only 9m long
NWT,GL4,2013,LAKE,12,8/13/13,10:13,NaN,6.89,9.2,12.5,17.8,5.81,50.3,NaN,NaN,NaN,Cable of light meter only 9m long
NWT,GL4,2013,LAKE,13,8/13/13,10:14,NaN,6.13,9.05,12.9,18.6,2.9,29.5,NaN,NaN,NaN,Cable of light meter only 9m long
NWT,GL4,2013,INLET,0,8/20/13,11:32,0.96,5.51,13.1,11.9,15.3,5.98,59.3,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,0,8/20/13,10:45,1.6,7.82,10.8,13.4,18.4,6.98,65.5,NaN,5.75,NaN,NaN
NWT,GL4,2013,OUTLET,0,8/20/13,12:02,6.65,7.09,12.4,12.5,17.8,6.96,68.9,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,1,8/20/13,10:05,NaN,7.79,10.6,13.7,18.7,6.97,64.2,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,2,8/20/13,10:05,NaN,7.78,10.6,13.2,18.2,6.87,63.2,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,3,8/20/13,10:49,1.5,7.74,10.5,13.4,18.7,6.81,63.7,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,4,8/20/13,10:07,NaN,7.6,10.4,13.2,18.4,6.77,61.3,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,5,8/20/13,10:08,NaN,7.58,10.1,17.2,18.7,6.54,60.7,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,6,8/20/13,10:09,NaN,7.34,10,13.1,18.2,6.55,60.6,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,7,8/20/13,10:10,NaN,7.25,9.8,13.1,18.4,6.36,58.6,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,8,8/20/13,10:10,NaN,6.93,9.5,12.8,18.6,6.26,57.2,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,9,8/20/13,10:56,6.5,6.79,9.3,13,18.6,6.26,57.4,NaN,NaN,NaN,NaN
NWT,GL4,2013,LAKE,10,8/20/13,10:12,NaN,6.57,9.1,12.8,18.8,6.23,55.7,NaN,NaN,NaN,Cable of light meter only 9m long
NWT,GL4,2013,LAKE,11,8/20/13,10:13,NaN,6.29,9,12.9,18.6,6.12,55.4,NaN,NaN,NaN,Cable of light meter only 9m long
NWT,GL4,2013,LAKE,12,8/20/13,10:14,NaN,6.04,8.9,12.7,18.6,0.11,1.3,NaN,NaN,NaN,Cable of light meter only 9m long
NWT,GL4,2013,LAKE,13,8/20/13,10:15,NaN,6.05,8.8,15.4,22.3,0.14,1.3,NaN,NaN,NaN,Cable of light meter only 9m long
NWT,GL4,2014,INLET,0,7/17/14,10:49,0.36,6.41,7.95,7.8,15.69,5.98,53.1,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,0,7/17/14,10:50,2.61,6.24,6.95,4.2,4.7,3.9,33.8,NaN,2.5,NaN,Sunny and windy
NWT,GL4,2014,OUTLET,0,7/17/14,11:04,1.64,6.69,8.45,12,9.1,6.71,60,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,1,7/17/14,10:54,NaN,6.45,6.45,7.2,8.2,4.5,35.1,NaN,NaN,NaN,Chl-a: all 500mL
NWT,GL4,2014,LAKE,2,7/17/14,10:56,NaN,6.55,6.35,7.3,8.2,3.97,33.5,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,3,7/17/14,11:50,3.62,6.61,6.25,7.2,8.1,3.85,32.5,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,4,7/17/14,10:58,NaN,6.63,6.15,7.2,8.1,7.13,60.1,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,5,7/17/14,10:59,NaN,6.55,6.05,7.1,8,6.8,57.3,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,6,7/17/14,11:00,NaN,6.58,5.9,7.2,7.9,6.73,56.3,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,7,7/17/14,11:06,NaN,6.7,5.9,7.3,8.1,6.69,56.1,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,8,7/17/14,11:07,NaN,6.68,5.85,7.5,8.4,6.57,55.3,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,9,7/17/14,11:56,2.42,6.66,5.75,7.6,8.2,6.55,54.7,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,10,7/17/14,11:10,NaN,6.66,5.75,7.6,8.3,6.54,54.6,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,11,7/17/14,11:12,NaN,6.54,5.65,7.7,8.6,6.5,54.1,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,12,7/17/14,11:13,NaN,6.7,5.7,15.5,16.5,0.55,3.7,NaN,NaN,NaN,bottom
NWT,GL1,2014,LAKE,0,7/22/14,10:00,0.02,8.05,11.6,26.4,32.6,5.67,53.9,NaN,4,NaN,Sunny; measured deepest point at 7.2m
NWT,GL1,2014,LAKE,1,7/22/14,10:05,NaN,8.11,11.6,26.5,32.3,5.64,53.5,NaN,NaN,NaN,Chl-a: all 500mL
NWT,GL1,2014,LAKE,2,7/22/14,10:06,NaN,8.13,11.55,26.6,32.1,5.65,53.8,NaN,NaN,NaN,NaN
NWT,GL1,2014,LAKE,3,7/22/14,10:22,0.02,8.18,11.4,26.8,32,5.68,54.5,NaN,NaN,NaN,NaN
NWT,GL1,2014,LAKE,4,7/22/14,10:09,NaN,8.21,11.1,26,31.5,5.81,55.6,NaN,NaN,NaN,NaN
NWT,GL1,2014,LAKE,5,7/22/14,10:10,NaN,8.25,10.85,26.2,32.2,5.91,55.7,NaN,NaN,NaN,NaN
NWT,GL1,2014,LAKE,6,7/22/14,10:29,0.06,8.28,9.3,25.6,30.1,6.45,58.6,NaN,NaN,NaN,NaN
NWT,GL1,2014,LAKE,7,7/22/14,10:11,NaN,8.24,8,25.4,29.1,6.65,57.4,NaN,NaN,NaN,NaN
NWT,GL4,2014,INLET,0,7/24/14,10:36,0.42,6.72,9.5,7.6,6,5.76,52.7,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,0,7/24/14,11:12,2.54,7.11,9.1,7,8.2,6.33,57.2,NaN,2.5,NaN,Sunny and very windy; anchor from shore
NWT,GL4,2014,OUTLET,0,7/24/14,10:10,1.57,7.14,9.85,7.5,8.5,6,55.3,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,1,7/24/14,11:20,NaN,7.18,9,7.1,8.2,6.3,56.7,NaN,NaN,NaN,No phyto for surface (0m)
NWT,GL4,2014,LAKE,2,7/24/14,11:22,NaN,7.2,8.85,7.1,8.2,6.33,57.3,NaN,NaN,NaN,Chl-a: all 500mL
NWT,GL4,2014,LAKE,3,7/24/14,11:24,2.17,7.24,8.65,7,8.1,6.37,57,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,4,7/24/14,11:25,NaN,7.31,8.5,7,8.1,6.39,56.9,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,5,7/24/14,11:27,NaN,7.32,8.5,7.1,8.1,6.31,56.3,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,6,7/24/14,11:28,NaN,7.28,8.45,7.8,9.1,6.29,56.3,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,7,7/24/14,11:29,NaN,7.05,8.2,7.6,8.8,6.32,56.2,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,8,7/24/14,11:33,NaN,6.55,8,7.8,8.9,6.22,54.8,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,9,7/24/14,11:35,3.45,6.52,8.05,10.7,12.2,6.01,51.3,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,10,7/24/14,11:37,NaN,6.47,7.75,9.6,11.2,5.9,51.6,NaN,NaN,NaN,NaN
NWT,GL1,2014,LAKE,0,7/29/14,9:35,0.03,8.31,12.75,26.6,32.9,5.47,53.8,NaN,NaN,NaN,Overcast and cold
NWT,GL1,2014,LAKE,1,7/29/14,9:45,NaN,8.33,12.7,26.5,33,5.35,52.8,NaN,NaN,NaN,Chl-a: all 500mL
NWT,GL1,2014,LAKE,2,7/29/14,9:46,NaN,8.28,12.6,26.5,32.9,5.36,53.2,NaN,NaN,NaN,NaN
NWT,GL1,2014,LAKE,3,7/29/14,10:20,0.01,8.25,12.45,26.3,32.6,5.45,53.3,NaN,NaN,NaN,NaN
NWT,GL1,2014,LAKE,4,7/29/14,9:48,NaN,8.18,11.95,25.5,31.5,5.53,52.5,NaN,NaN,NaN,NaN
NWT,GL1,2014,LAKE,5,7/29/14,9:50,NaN,8.11,11.15,25.7,31.3,5.77,54.5,NaN,NaN,NaN,NaN
NWT,GL1,2014,LAKE,6,7/29/14,10:30,0.08,7.95,9.6,24.6,28.8,5.86,53.8,NaN,NaN,NaN,NaN
NWT,GL1,2014,LAKE,7,7/29/14,9:55,NaN,7.95,8.65,25.7,29.9,6.17,54.3,NaN,NaN,NaN,NaN
NWT,GL4,2014,INLET,0,7/31/14,10:07,2.29,6.97,7.25,6.3,7.2,6.2,54.3,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,0,7/31/14,9:56,1.19,6.84,8.4,7.5,8.6,5.78,51.4,NaN,5,NaN,Rainy and cloudy
NWT,GL4,2014,OUTLET,0,7/31/14,10:31,1.31,6.48,8.35,8.2,9.4,5.85,52,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,1,7/31/14,10:27,NaN,6.81,8.4,7.5,8.6,5.74,51.2,NaN,NaN,NaN,Chl-a: all 500mL
NWT,GL4,2014,LAKE,2,7/31/14,10:28,NaN,6.6,8.4,7.3,8.5,5.74,51.3,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,3,7/31/14,10:00,1.12,6.47,7.95,7.6,8.7,5.86,51.6,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,4,7/31/14,10:30,NaN,6.26,7.75,7.7,8.8,5.85,51.1,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,5,7/31/14,10:31,NaN,6.04,7.65,7.9,8.9,5.83,50.9,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,6,7/31/14,10:32,NaN,5.9,7.6,8.1,9.2,5.82,50.8,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,7,7/31/14,10:34,NaN,5.75,7.55,8.1,9.3,5.81,50.7,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,8,7/31/14,10:35,NaN,5.56,7.5,8.1,9.3,5.8,50.7,NaN,NaN,NaN,NaN
